1.00
*     IK    IR          PSIn       B_ratio
      42    13     0.9984726     0.2558198     0.0203586
      43    13     0.9984715     0.2354849     0.0203740
      44    13     0.9984614     0.2151634     0.0205082
      45    13     0.9984627     0.1914690     0.0204909
      46    13     0.9984898     0.1649978     0.0201293
      47    13     0.9984784     0.1358551     0.0202813
      48    13     0.9984857     0.1037783     0.0201848
      49    13     0.9984827     0.0663424     0.0202241
      50    13     0.9984897     0.0256663     0.0201308
      51    13     0.9992118     0.0246768     0.0105065
       1    14     1.0004475     0.0876760    -0.0059647
       2    14     1.0004491     0.0875254    -0.0059856
       3    14     1.0004495     0.0873847    -0.0059913
       4    14     1.0004496     0.0872005    -0.0059928
       5    14     1.0004476     0.0869135    -0.0059661
       6    14     1.0004481     0.0864547    -0.0059726
       7    14     1.0004513     0.0857479    -0.0060150
       8    14     1.0004545     0.0847153    -0.0060586
       9    14     1.0004475     0.0832789    -0.0059644
      10    14     1.0004452     0.0813576    -0.0059341
      11    14     1.0004519     0.0788654    -0.0060238
      12    14     1.0004520     0.0757080    -0.0060244
      13    14     1.0004470     0.0717792    -0.0059581
      14    14     1.0004471     0.0669575    -0.0059596
      15    14     1.0004482     0.0611003    -0.0059736
      16    14     1.0004516     0.0540355    -0.0060190
      17    14     1.0004495     0.0455609    -0.0059917
      18    14     1.0004507     0.0353622    -0.0060077
      19    14     1.0004497     0.0231137    -0.0059941
      20    14     1.0004396     0.0102922    -0.0058597
      21    14     1.0001924     0.0228376    -0.0025649
      22    14     1.0004375     0.0580182    -0.0058309
      23    14     1.0004402     0.0873005    -0.0058673
      24    14     1.0004418     0.1124408    -0.0058892
      25    14     1.0004426     0.1358094    -0.0058991
      26    14     1.0004460     0.1571871    -0.0059454
      27    14     1.0004491     0.1755701    -0.0059865
      28    14     1.0004562     0.1898987    -0.0060814
      29    14     1.0004507     0.2011216    -0.0060072
      30    14     1.0004447     0.2087189    -0.0059269
      31    14     1.0004482     0.2109228    -0.0059739
      32    14     1.0004508     0.2072718    -0.0060083
      33    14     1.0004414     0.2012319    -0.0058834
      34    14     1.0004475     0.1908662    -0.0059648
      35    14     1.0004416     0.1774287    -0.0058856
      36    14     1.0004436     0.1609805    -0.0059124
      37    14     1.0004502     0.1419959    -0.0060004
      38    14     1.0004521     0.1232443    -0.0060257
      39    14     1.0004458     0.1047022    -0.0059428
      40    14     1.0004419     0.0884869    -0.0058908
      41    14     1.0004453     0.0777713    -0.0059359
      42    14     1.0004337     0.0798234    -0.0057810
      43    14     1.0004349     0.0974092    -0.0057973
      44    14     1.0004380     0.1216115    -0.0058382
      45    14     1.0004284     0.1476850    -0.0057099
      46    14     1.0004378     0.1732176    -0.0058354
      47    14     1.0004401     0.1983076    -0.0058655
      48    14     1.0004396     0.2208089    -0.0058592
      49    14     1.0004335     0.2440252    -0.0057780
      50    14     1.0004157     0.2643540    -0.0055406
      51    14     1.0004135     0.2821249    -0.0055118
      52    14     1.0004348     0.2970504    -0.0057961
      53    14     1.0003821     0.3079158    -0.0050932
      54    14     1.0004234     0.3148882    -0.0056440
      55    14     1.0004239     0.3134665    -0.0056499
      56    14     1.0004105     0.3160198    -0.0054717
      57    14     1.0004184     0.3091891    -0.0055770
      58    14     1.0004160     0.3058842    -0.0055455
      59    14     1.0003976     0.2966088    -0.0052994
      60    14     1.0003857     0.2848428    -0.0051415
      61    14     1.0004302     0.2718296    -0.0057348
      62    14     1.0004326     0.2561427    -0.0057657
      63    14     1.0004366     0.2359148    -0.0058201
      64    14     1.0004143     0.2157024    -0.0055221
      65    14     1.0004157     0.1915336    -0.0055404
      66    14     1.0004424     0.1654406    -0.0058963
      67    14     1.0004343     0.1361761    -0.0057884
      68    14     1.0004427     0.1040969    -0.0059014
      69    14     1.0004533     0.0667278    -0.0060428
      70    14     1.0004502     0.0245033    -0.0060014
      71    14     1.0001924     0.0114207    -0.0025652
      72    14     1.0004339     0.0267178    -0.0057832
      73    14     1.0004360     0.0415316    -0.0058111
      74    14     1.0004398     0.0545483    -0.0058623
      75    14     1.0004429     0.0659118    -0.0059033
      76    14     1.0004320     0.0757826    -0.0057585
      77    14     1.0004494     0.0842926    -0.0059897
      78    14     1.0004372     0.0915493    -0.0058281
      79    14     1.0004369     0.0976502    -0.0058238
      80    14     1.0004516     0.1026868    -0.0060189
      81    14     1.0004324     0.1067513    -0.0057638
      82    14     1.0004330     0.1099419    -0.0057713
      83    14     1.0004292     0.1123613    -0.0057206
      84    14     1.0004449     0.1141174    -0.0059300
      85    14     1.0004382     0.1153259    -0.0058414
      86    14     1.0004327     0.1161124    -0.0057681
      87    14     1.0004297     0.1166042    -0.0057282
      88    14     1.0004288     0.1169198    -0.0057158
      89    14     1.0004283     0.1171611    -0.0057094
      90    14     1.0004281     0.1174217    -0.0057057
       1    15     1.0017102     0.0871029    -0.0227957
       2    15     1.0017117     0.0869446    -0.0228158
       3    15     1.0017118     0.0867802    -0.0228171
       4    15     1.0017116     0.0865718    -0.0228138
       5    15     1.0017112     0.0862709    -0.0228093
       6    15     1.0017108     0.0858095    -0.0228040
       7    15     1.0017107     0.0851068    -0.0228017
       8    15     1.0017072     0.0840799    -0.0227553
       9    15     1.0017081     0.0826493    -0.0227677
      10    15     1.0017117     0.0807358    -0.0228152
      11    15     1.0017096     0.0782554    -0.0227871
      12    15     1.0017102     0.0751164    -0.0227958
      13    15     1.0017107     0.0712172    -0.0228021
      14    15     1.0017091     0.0664419    -0.0227806
      15    15     1.0017113     0.0606534    -0.0228106
      16    15     1.0017101     0.0536803    -0.0227945
      17    15     1.0017092     0.0453191    -0.0227827
      18    15     1.0017115     0.0352759    -0.0228133
      19    15     1.0017128     0.0234364    -0.0228298
      20    15     1.0016791     0.0142816    -0.0223816
      21    15     1.0016138     0.0257239    -0.0215103
      22    15     1.0016939     0.0580719    -0.0225778
      23    15     1.0016963     0.0871550    -0.0226103
      24    15     1.0016991     0.1123384    -0.0226478
      25    15     1.0017027     0.1356865    -0.0226951
      26    15     1.0017033     0.1570399    -0.0227035
      27    15     1.0017081     0.1754435    -0.0227683
      28    15     1.0017124     0.1897796    -0.0228254
      29    15     1.0017084     0.2008743    -0.0227720
      30    15     1.0017028     0.2085702    -0.0226967
      31    15     1.0017029     0.2106191    -0.0226978
      32    15     1.0017110     0.2071285    -0.0228068
      33    15     1.0017019     0.2011026    -0.0226849
      34    15     1.0017069     0.1907263    -0.0227512
      35    15     1.0017004     0.1771903    -0.0226647
      36    15     1.0017048     0.1606468    -0.0227238
      37    15     1.0017090     0.1417482    -0.0227799
      38    15     1.0017068     0.1229820    -0.0227502
      39    15     1.0017052     0.1043734    -0.0227283
      40    15     1.0017009     0.0880341    -0.0226717
      41    15     1.0017038     0.0771225    -0.0227105
      42    15     1.0017001     0.0793513    -0.0226604
      43    15     1.0016940     0.0971194    -0.0225796
      44    15     1.0016934     0.1214782    -0.0225722
      45    15     1.0016886     0.1477704    -0.0225075
      46    15     1.0016981     0.1732852    -0.0226349
      47    15     1.0016944     0.1982917    -0.0225849
      48    15     1.0016958     0.2207502    -0.0226038
      49    15     1.0016961     0.2441020    -0.0226077
      50    15     1.0016722     0.2643899    -0.0222888
      51    15     1.0016740     0.2822745    -0.0223138
      52    15     1.0016948     0.2972827    -0.0225898
      53    15     1.0016420     0.3080463    -0.0218859
      54    15     1.0016739     0.3149549    -0.0223115
      55    15     1.0016782     0.3138040    -0.0223694
      56    15     1.0016749     0.3162256    -0.0223250
      57    15     1.0016819     0.3095122    -0.0224189
      58    15     1.0016723     0.3059181    -0.0222908
      59    15     1.0016531     0.2967413    -0.0220345
      60    15     1.0016500     0.2851165    -0.0219933
      61    15     1.0016885     0.2720576    -0.0225057
      62    15     1.0016933     0.2563319    -0.0225709
      63    15     1.0016968     0.2361757    -0.0226167
      64    15     1.0016719     0.2160304    -0.0222847
      65    15     1.0016761     0.1915703    -0.0223408
      66    15     1.0016983     0.1657121    -0.0226372
      67    15     1.0016876     0.1363764    -0.0224945
      68    15     1.0017027     0.1043168    -0.0226953
      69    15     1.0017071     0.0671599    -0.0227541
      70    15     1.0017009     0.0281583    -0.0226718
      71    15     1.0016253     0.0156911    -0.0216635
      72    15     1.0016791     0.0273225    -0.0223814
      73    15     1.0016965     0.0415253    -0.0226135
      74    15     1.0016953     0.0543119    -0.0225968
      75    15     1.0016992     0.0654703    -0.0226486
      76    15     1.0016978     0.0751480    -0.0226308
      77    15     1.0017036     0.0834953    -0.0227080
      78    15     1.0016936     0.0906289    -0.0225744
      79    15     1.0016938     0.0966416    -0.0225766
      80    15     1.0017082     0.1016164    -0.0227696
      81    15     1.0016936     0.1056372    -0.0225747
      82    15     1.0016929     0.1087958    -0.0225646
      83    15     1.0016893     0.1111905    -0.0225170
      84    15     1.0017045     0.1129263    -0.0227198
      85    15     1.0016998     0.1141204    -0.0226568
      86    15     1.0016931     0.1149051    -0.0225682
      87    15     1.0016895     0.1154160    -0.0225197
